word,machado_fl,mac_morpho_fl,floresta_fl,genesis_fl,unitex-PB_fl,Manual Label
flood,Y,Y,Y,N,N,N
flooder,Y,Y,Y,Y,N,N
floor,Y,Y,N,N,N,N
flop,Y,Y,Y,Y,N,N
flora,Y,Y,N,N,Y,Y
floral,N,Y,N,N,Y,Y
flores,Y,Y,Y,N,Y,Y
Florian,N,Y,Y,Y,N,N
Florida,N,N,N,Y,N,N
Florinda,N,Y,Y,Y,N,N
flow,Y,N,Y,Y,N,N
Floyd,Y,Y,Y,Y,N,N
flu,Y,Y,Y,Y,N,N
flush,Y,Y,Y,Y,N,N
flux,N,Y,Y,Y,N,N
fly,Y,Y,Y,N,N,N
flyer,N,N,N,N,N,Y
Fo,Y,Y,Y,Y,N,N
fod,Y,Y,Y,Y,N,N
foder,N,Y,N,Y,Y,Y
fogo,Y,Y,Y,Y,Y,Y
folder,Y,Y,Y,Y,N,N
folia,Y,Y,Y,N,Y,Y
folk,Y,Y,Y,N,N,N
follow,Y,Y,Y,N,N,N
follower,Y,Y,Y,Y,N,N
following,Y,Y,Y,N,N,N
fondue,Y,N,Y,Y,N,N
font,Y,Y,Y,N,N,N
food,Y,Y,Y,N,N,N
for,N,N,N,N,N,N
fora,Y,Y,Y,Y,Y,Y
force,N,N,Y,N,N,N
fore,Y,Y,Y,Y,N,N
forever,N,Y,Y,N,N,N
form,Y,Y,Y,N,N,N
formula,Y,Y,N,N,Y,Y
forte,Y,Y,Y,Y,Y,Y
forum,N,N,N,N,N,Y
forward,Y,Y,Y,N,N,N
fossa,Y,N,N,N,Y,Y
fosse,Y,Y,Y,Y,Y,Y
fou,N,Y,Y,N,N,N
foundation,Y,Y,Y,Y,N,N
founder,Y,Y,Y,Y,N,N
foursquare,Y,Y,Y,Y,N,N
fox,Y,Y,Y,Y,N,N
fra,Y,Y,Y,N,N,N
fraise,Y,Y,Y,Y,N,N
frame,Y,Y,Y,Y,N,N
Francis,Y,N,Y,Y,N,N
Francisco,N,N,Y,Y,N,N
franco,Y,Y,N,N,Y,Y
Frank,Y,N,Y,Y,N,N
Frankenstein,Y,N,Y,Y,N,N
Franklin,N,N,Y,Y,N,N
frasco,Y,Y,N,N,Y,Y
frase,Y,Y,Y,N,Y,Y
fraternal,Y,N,N,N,Y,Y
freak,Y,Y,Y,Y,N,N
Fred,Y,N,Y,Y,N,N
Freddie,Y,N,Y,Y,N,N
Freddy,Y,N,N,Y,N,N
Frederic,Y,N,Y,Y,N,N
free,Y,N,Y,N,N,N
freeway,Y,Y,Y,Y,N,N
freezer,N,Y,N,N,Y,Y
fresco,Y,Y,Y,N,Y,Y
fresno,Y,Y,Y,Y,N,N
Friday,Y,Y,Y,Y,N,N
friend,Y,Y,Y,N,N,N
Fritz,Y,N,Y,Y,N,N
fro,Y,Y,Y,N,N,N
frog,Y,Y,Y,Y,N,N
from,N,N,Y,N,N,N
front,N,N,Y,N,N,N
frontal,Y,Y,Y,N,Y,Y
frozen,Y,Y,Y,Y,N,N
fu,Y,Y,Y,Y,N,N
fud,Y,Y,Y,N,N,N
fuder,N,N,N,N,N,Y
fuel,Y,Y,Y,Y,N,N
full,N,N,Y,N,N,N
fully,Y,Y,Y,N,N,N
Fultz,Y,Y,Y,Y,N,N
fumado,Y,N,N,N,Y,Y
fun,Y,Y,Y,N,N,N
fundamental,Y,Y,Y,N,Y,Y
funeral,Y,Y,Y,N,Y,Y
fungo,Y,Y,N,N,Y,Y
funk,N,Y,N,N,N,Y
funny,Y,Y,Y,N,N,N
Furlan,Y,Y,Y,Y,N,N
fury,Y,Y,Y,N,N,N
fut,N,N,N,N,N,N
future,N,Y,Y,Y,N,N
ga,Y,Y,Y,Y,N,N
gab,Y,Y,Y,N,N,N
gabi,Y,Y,Y,Y,N,N
Gabriel,N,N,Y,Y,N,N
Gabriella,N,Y,Y,Y,N,N
gadget,Y,N,Y,Y,N,N
Gael,Y,Y,Y,Y,N,N
Gaia,Y,Y,Y,Y,N,N
gal,Y,Y,Y,Y,N,N
gala,Y,Y,N,Y,Y,Y
Gale,Y,N,Y,Y,N,N
galera,Y,Y,Y,N,Y,Y
Galleria,Y,Y,Y,Y,N,N
gamba,N,N,N,N,N,Y
game,Y,N,Y,Y,N,N
gangster,N,Y,N,N,Y,Y
gangue,N,Y,N,N,Y,Y
Gapa,Y,N,Y,Y,N,N
garrafa,Y,Y,Y,N,Y,Y
Gary,N,N,Y,Y,N,N
gas,N,N,N,N,N,Y
Gaspar,N,N,Y,Y,N,N
gata,Y,N,N,N,Y,Y
gauche,N,Y,N,Y,Y,Y
Gaucho,N,N,N,N,N,Y
gay,N,Y,Y,N,Y,Y
gean,Y,Y,Y,Y,N,N
gear,Y,Y,Y,Y,N,N
geek,Y,Y,Y,N,N,N
gel,N,Y,N,N,Y,Y
gelada,Y,Y,N,N,Y,Y
gem,Y,Y,Y,Y,N,N
Gemma,N,N,Y,Y,N,N
gen,Y,Y,Y,N,N,N
gene,N,Y,Y,N,Y,Y
general,Y,Y,Y,N,Y,Y
generalissimo,N,N,N,N,N,Y
generation,Y,N,Y,N,N,N
genial,Y,Y,Y,N,Y,Y
genital,N,N,N,N,Y,Y
genitalia,N,N,N,N,N,Y
genro,Y,Y,Y,Y,Y,Y
gent,N,N,N,Y,N,N
gentes,Y,Y,Y,N,Y,Y
gentleman,N,Y,Y,Y,N,N
geo,N,N,N,N,N,Y
Geordie,Y,Y,Y,Y,N,N
George,N,N,N,Y,N,N
Gerald,Y,N,Y,Y,N,N
germanic,Y,Y,Y,Y,N,N
Gervais,Y,Y,Y,Y,N,N
gesso,Y,Y,N,N,Y,Y
get,Y,Y,Y,N,N,N
getting,Y,Y,Y,N,N,N
ghost,Y,Y,Y,N,N,N
Gi,N,Y,Y,Y,N,N
gib,Y,Y,Y,N,N,N
Gibson,N,N,N,Y,N,N
gif,Y,Y,Y,N,N,N
gift,Y,Y,Y,N,N,N
gig,Y,Y,Y,Y,N,N
Gigi,Y,N,Y,Y,N,N
Gil,N,N,N,Y,N,N
Gilbert,N,N,N,Y,N,N
gim,Y,N,N,N,Y,Y
gimp,Y,Y,Y,Y,N,N
Ginny,Y,Y,Y,Y,N,N
gio,Y,Y,Y,Y,N,N
Giovanni,N,N,Y,Y,N,N
girl,Y,Y,Y,N,N,N
giro,Y,Y,N,N,Y,Y
Giuseppe,Y,N,Y,Y,N,N
give,N,Y,Y,N,N,N
glacial,Y,Y,N,N,Y,Y
glade,Y,Y,Y,Y,N,N
glamour,N,Y,N,N,Y,N
glaucoma,N,N,N,N,Y,Y
glee,Y,Y,Y,Y,N,N
glitter,N,N,N,N,N,Y
global,N,Y,Y,N,Y,Y
Gloria,N,N,Y,Y,N,N
gloss,N,N,N,N,N,Y
gnu,Y,Y,Y,Y,N,N
go,Y,N,Y,N,N,N
goalkeeper,Y,Y,Y,Y,N,N
god,Y,Y,Y,N,N,N
gode,Y,Y,Y,Y,N,N
goes,Y,N,Y,N,N,N
gogo,Y,Y,Y,Y,N,N
gol,N,Y,Y,N,Y,Y
gola,Y,N,N,N,Y,Y
gold,Y,Y,Y,N,N,N
golf,N,N,N,N,N,Y
golpe,Y,Y,Y,N,Y,Y
Goma,N,N,N,N,N,Y
gon,Y,Y,Y,N,N,N
gone,N,Y,Y,N,N,N
goo,Y,Y,Y,Y,N,N
good,N,Y,Y,N,N,N
goofy,Y,Y,Y,Y,N,N
gool,Y,Y,Y,Y,N,N
gora,Y,Y,Y,Y,N,N
gospel,N,Y,Y,N,Y,Y
gossip,Y,Y,Y,Y,N,N
got,Y,Y,Y,N,N,N
Gotham,Y,Y,Y,Y,N,N
gourmet,Y,Y,Y,Y,N,N
grace,Y,Y,Y,N,N,N
grade,Y,N,N,N,Y,Y
grader,Y,Y,Y,Y,N,N
gradual,Y,Y,Y,N,Y,Y
Graham,Y,N,Y,Y,N,N
grama,Y,Y,Y,N,Y,Y
granada,Y,N,Y,N,Y,Y
granny,Y,Y,Y,Y,N,N
Grant,Y,N,N,Y,N,N
graphic,Y,Y,Y,Y,N,N
gratis,N,N,N,N,N,Y
grave,Y,Y,Y,Y,Y,Y
great,N,Y,Y,N,N,N
greedy,Y,Y,Y,Y,N,N
Greek,Y,Y,Y,Y,N,N
green,Y,N,Y,N,N,N
Greg,Y,Y,Y,Y,N,N
grego,Y,Y,N,N,Y,Y
Gregory,Y,N,Y,Y,N,N
Gretchen,N,Y,Y,Y,N,N
Gretel,Y,Y,Y,Y,N,N
grey,Y,Y,Y,Y,N,N
grid,Y,N,N,Y,N,N
grind,Y,Y,Y,Y,N,N
gringo,N,Y,N,N,Y,Y
gripe,N,Y,Y,N,Y,Y
groove,Y,N,Y,Y,N,N
gros,N,Y,Y,N,N,N
grosso,Y,Y,Y,N,Y,Y
group,Y,Y,Y,N,N,N
guara,Y,Y,Y,Y,N,N
guarana,N,N,N,N,N,Y
Guarani,N,N,N,Y,N,N
guardo,Y,N,N,N,Y,Y
guess,Y,Y,Y,Y,N,N
gugu,Y,Y,Y,Y,N,N
Guido,N,N,Y,Y,N,N
guild,Y,Y,Y,Y,N,N
guilty,Y,Y,Y,N,N,N
guitar,Y,Y,Y,Y,N,N
gula,Y,Y,N,N,Y,Y
Gunter,Y,Y,Y,Y,N,N
Gunther,Y,N,Y,Y,N,N
guru,N,Y,N,N,Y,Y
Gus,Y,N,Y,Y,N,N
guy,Y,Y,Y,N,N,N
guz,Y,Y,Y,Y,N,N
Gwen,Y,Y,Y,Y,N,N
gym,Y,Y,Y,Y,N,N
gyn,Y,Y,Y,Y,N,N
ha,N,N,N,N,N,N
habeas,N,N,Y,Y,N,N
habitual,Y,Y,Y,N,Y,Y
hack,Y,Y,Y,Y,N,N
hacker,Y,Y,Y,Y,N,N
hag,Y,Y,Y,Y,N,N
haikai,Y,Y,Y,Y,N,N
hair,Y,Y,Y,Y,N,N
half,Y,Y,Y,N,N,N
hall,Y,N,N,Y,N,N
Halloween,Y,N,Y,Y,N,N
ham,Y,Y,Y,N,N,N
hamburger,N,N,N,N,N,Y
Hamilton,N,N,Y,Y,N,N
Hampshire,Y,Y,Y,Y,N,N
hamster,N,Y,N,N,N,Y
han,Y,Y,Y,N,N,N
hangar,N,Y,N,N,Y,Y
Hannibal,Y,Y,Y,Y,N,N
Hans,N,N,Y,N,N,N
happening,Y,N,N,Y,N,N
happiness,Y,Y,Y,Y,N,N
happy,Y,N,Y,N,N,N
hard,N,N,Y,N,N,N
hardware,N,Y,N,N,Y,Y
hardy,Y,Y,Y,Y,N,N
harmonia,Y,Y,Y,N,Y,Y
harmony,Y,Y,Y,Y,N,N
Harris,Y,N,Y,Y,N,N
Harry,N,N,Y,Y,N,N
Harvard,Y,N,N,Y,N,N
Harvey,Y,N,Y,Y,N,N
hash,Y,Y,Y,Y,N,N
hate,N,Y,Y,N,N,N
hater,Y,Y,Y,Y,N,N
Havana,N,N,N,Y,N,N
have,Y,N,Y,N,N,N
haver,Y,Y,Y,Y,Y,Y
hay,N,Y,Y,Y,N,N
he,N,Y,Y,N,N,N
head,Y,Y,Y,N,N,N
header,Y,Y,Y,Y,N,N
hear,Y,Y,Y,N,N,N
heart,N,Y,Y,N,N,N
hearts,Y,Y,Y,N,N,N
heat,Y,Y,Y,N,N,N
Heather,Y,Y,Y,Y,N,N
heaven,N,Y,Y,N,N,N
heavy,Y,N,Y,Y,N,N
Hector,Y,N,Y,Y,N,N
Hehe,N,N,N,N,N,Y
hei,N,Y,Y,N,N,N
Hein,N,N,N,Y,N,N
Heinz,Y,N,Y,Y,N,N
helder,Y,Y,Y,Y,N,N
Helen,Y,N,Y,Y,N,N
Helena,N,N,Y,Y,N,N
hell,N,Y,Y,N,N,N
Hellen,Y,Y,Y,Y,N,N
hello,Y,Y,Y,Y,N,N
help,Y,N,Y,N,N,N
hem,N,N,Y,N,N,N
hemp,Y,Y,Y,Y,N,N
hen,Y,Y,Y,Y,N,N
Henry,Y,N,Y,Y,N,N
henter,Y,Y,Y,Y,N,N
hepatite,Y,Y,N,N,Y,Y
her,Y,Y,Y,N,N,N
Herbert,Y,N,N,Y,N,N
here,Y,Y,Y,N,N,N
Hermes,N,N,Y,Y,N,N
Hermione,Y,Y,Y,Y,N,N
hero,Y,Y,Y,N,N,N
hetero,N,Y,N,N,N,Y
hexa,N,N,N,N,N,Y
hey,Y,Y,Y,Y,N,N
hi,N,Y,Y,N,N,N
hiatus,Y,Y,Y,Y,N,N
hidden,Y,Y,Y,N,N,N
hide,N,Y,Y,N,N,N
high,Y,N,Y,N,N,N
Hilaria,N,N,N,N,N,Y
hilarious,Y,Y,Y,Y,N,N
Hillary,Y,N,N,Y,N,N
him,N,Y,Y,N,N,N
Hindi,Y,Y,Y,Y,N,N
Hindu,Y,Y,Y,Y,N,N
hip,Y,Y,Y,N,N,N
hiper,N,N,Y,Y,N,N
his,N,Y,Y,N,N,N
history,Y,Y,Y,N,N,N
hit,Y,N,Y,N,N,N
ho,Y,Y,Y,N,N,N
hoax,Y,Y,Y,Y,N,N
hobby,Y,N,Y,Y,N,N
holding,Y,N,Y,Y,N,N
holiday,Y,Y,Y,Y,N,N
Holland,Y,N,Y,Y,N,N
holly,Y,Y,Y,Y,N,N
Hollywood,Y,N,N,Y,N,N
home,Y,N,Y,N,N,N
Homer,Y,Y,Y,Y,N,N
homework,Y,Y,Y,Y,N,N
honey,Y,Y,Y,N,N,N
hookah,Y,Y,Y,Y,N,N
hop,Y,Y,Y,N,N,N
hope,N,Y,Y,Y,N,N
hopi,Y,Y,Y,Y,N,N
hora,Y,Y,Y,N,Y,Y
horizontal,Y,Y,N,N,Y,Y
hormone,Y,Y,Y,Y,N,N
horror,Y,Y,Y,Y,Y,Y
horse,N,Y,Y,N,N,N
hospital,Y,Y,Y,N,Y,Y
hosting,Y,Y,Y,Y,N,N
hot,Y,N,Y,N,N,N
hotel,Y,Y,Y,N,Y,Y
hour,Y,N,Y,Y,N,N
house,Y,Y,Y,N,N,N
hover,Y,Y,Y,Y,N,N
how,Y,Y,Y,N,N,N
Hu,N,N,Y,Y,N,N
huck,Y,Y,Y,Y,N,N
hue,Y,Y,Y,Y,N,N
Hugh,Y,N,Y,Y,N,N
Hugo,N,N,Y,Y,N,N
huh,Y,Y,Y,Y,N,N
hulk,Y,Y,Y,Y,N,N
hum,N,N,Y,Y,N,N
human,N,Y,Y,Y,N,N
humor,Y,Y,Y,N,Y,Y
humoral,N,N,N,N,Y,Y
Hunter,Y,N,Y,Y,N,N
hurricane,N,Y,Y,Y,N,N
hush,Y,Y,Y,Y,N,N
hut,Y,Y,Y,Y,N,N
Ian,Y,N,Y,Y,N,N
ice,Y,Y,Y,Y,N,N
icon,N,N,N,N,N,Y
id,N,Y,Y,Y,N,N
Ida,N,N,N,Y,N,N
idea,N,Y,Y,Y,N,N
ideal,Y,Y,Y,N,Y,Y
idol,Y,Y,Y,Y,N,N
idola,N,N,N,N,N,Y
ie,Y,Y,Y,Y,N,N
if,N,Y,Y,N,N,N
ignore,Y,N,N,Y,Y,Y
ihi,Y,Y,Y,Y,N,N
Ike,Y,Y,Y,Y,N,N
Illinois,Y,N,Y,Y,N,N
image,Y,Y,Y,N,N,N
imagine,Y,Y,N,N,Y,Y
Immanuel,Y,N,Y,Y,N,N
impala,N,N,N,N,N,Y
impeachment,N,Y,Y,N,Y,Y
impede,Y,Y,Y,N,Y,Y
imperial,Y,Y,Y,N,Y,Y
implume,N,N,N,N,Y,Y
import,Y,Y,Y,Y,N,N
important,Y,Y,Y,Y,N,N
impostor,Y,Y,N,N,Y,Y
improviso,Y,Y,Y,N,Y,Y
in,N,N,Y,N,N,N
inappropriate,Y,Y,Y,Y,N,N
inaugural,Y,Y,Y,N,Y,Y
incentive,Y,N,Y,Y,N,N
inclusive,Y,Y,Y,N,Y,Y
Ind,Y,Y,Y,Y,N,N
indeed,Y,Y,Y,N,N,N
India,Y,N,Y,Y,N,N
Indiana,N,N,Y,Y,N,N
indicate,Y,Y,Y,Y,N,N
indication,Y,Y,Y,Y,N,N
indicia,Y,Y,Y,Y,N,N
indigena,N,N,N,N,N,Y
individual,Y,Y,Y,N,Y,Y
indoor,Y,N,Y,Y,N,N
Indra,Y,Y,Y,Y,N,N
indulto,N,Y,N,N,Y,Y
industrial,Y,Y,Y,N,Y,Y
infame,Y,Y,N,N,Y,Y
inferior,Y,Y,Y,N,Y,Y
infernal,Y,Y,N,N,Y,Y
inferno,Y,Y,Y,N,Y,Y
infinity,Y,Y,Y,Y,N,N
influencer,Y,Y,Y,Y,N,N
influenza,Y,N,N,N,Y,Y
informal,N,Y,Y,N,Y,Y
infra,N,N,N,N,Y,Y
ing,Y,Y,Y,Y,N,N
inocular,Y,N,N,N,Y,Y
inside,Y,Y,Y,N,N,N
insomnia,Y,Y,Y,Y,N,N
inspiration,Y,Y,Y,Y,N,N
inspired,Y,Y,Y,Y,N,N
instrumental,Y,Y,Y,N,Y,Y
integral,Y,Y,Y,N,Y,Y
inter,Y,Y,Y,Y,N,N
interaction,Y,Y,Y,Y,N,N
interactive,Y,Y,Y,Y,N,N
intercontinental,N,N,N,N,Y,Y
interface,N,Y,N,N,Y,Y
interior,Y,Y,Y,N,Y,Y
interlocutor,Y,Y,Y,N,Y,Y
intern,Y,Y,Y,Y,N,N
interracial,N,N,N,N,N,Y
interview,Y,Y,Y,Y,N,N
intestinal,N,Y,N,N,Y,Y
intima,Y,N,N,N,Y,Y
into,Y,Y,Y,N,N,N
invade,Y,Y,N,N,Y,Y
invent,Y,Y,Y,Y,N,N
inventor,Y,Y,N,N,Y,Y
inverter,N,Y,Y,N,Y,Y
Ira,Y,Y,Y,N,N,Y
Iran,Y,Y,Y,Y,N,N
Iraq,Y,Y,Y,N,N,N
ire,N,Y,Y,N,N,N
Irena,Y,Y,Y,Y,N,N
Irene,N,N,Y,Y,N,N
iridescent,Y,Y,Y,Y,N,N
Irish,Y,N,Y,Y,N,N
iron,Y,Y,Y,N,N,N
irregular,Y,Y,Y,N,Y,Y
is,N,N,Y,N,N,N
Isaac,N,N,Y,N,N,N
Isabel,N,N,N,Y,N,N
Isabella,Y,N,Y,Y,N,N
Isabelle,Y,N,Y,Y,N,N
Isadora,Y,N,Y,Y,N,N
Isis,Y,Y,Y,Y,N,N
Israel,N,N,N,N,N,N
issue,Y,N,Y,N,N,N
it,N,N,Y,N,N,N
item,Y,Y,Y,N,Y,Y
Ito,N,N,N,Y,N,N
its,Y,Y,Y,N,N,N
Ivan,Y,N,Y,Y,N,N
ivied,Y,Y,Y,Y,N,N
Izzy,Y,Y,Y,N,N,N
jacare,N,N,N,N,N,Y
Jack,N,N,Y,Y,N,N
Jackson,N,N,Y,Y,N,N
Jacob,N,N,N,N,N,N
jacu,N,N,N,N,Y,Y
jade,Y,Y,Y,Y,N,N
jag,Y,Y,Y,N,N,N
Jaime,N,N,Y,Y,N,N
Jake,Y,Y,Y,Y,N,N
Jam,Y,N,Y,Y,N,N
Jamaica,N,N,N,Y,N,N
jamboree,Y,Y,Y,Y,N,N
James,N,N,Y,Y,N,N
Jamie,Y,N,Y,Y,N,N
Jan,Y,N,Y,Y,N,N
Jane,Y,N,Y,Y,N,N
Janice,Y,Y,Y,Y,N,N
jap,Y,Y,Y,Y,N,N
Japan,Y,N,Y,Y,N,N
Japanese,Y,N,Y,Y,N,N
jararaca,Y,N,N,N,Y,Y
Jared,Y,Y,Y,N,N,N
Jason,Y,N,N,Y,N,N
jasper,Y,Y,Y,Y,N,N
jato,Y,Y,Y,N,Y,Y
Java,N,Y,N,Y,N,N
javali,Y,Y,N,N,Y,Y
jay,Y,Y,Y,Y,N,N
jazz,N,Y,Y,N,Y,Y
jazzy,Y,Y,Y,Y,N,N
Jean,N,N,Y,Y,N,N
jeans,N,Y,Y,N,Y,Y
jeep,Y,N,Y,Y,N,N
Jeff,Y,N,Y,Y,N,N
Jennifer,Y,Y,Y,Y,N,N
Jenny,N,N,Y,Y,N,N
Jeremias,N,Y,Y,Y,N,N
Jerry,Y,N,Y,Y,N,N
Jerusalem,Y,N,Y,Y,N,N
jess,Y,Y,Y,Y,N,N
Jesse,Y,N,Y,Y,N,N
Jessica,Y,N,Y,Y,N,N
Jessie,Y,Y,Y,Y,N,N
Jesus,Y,Y,Y,N,N,Y
jet,Y,N,Y,Y,N,N
Jezebel,Y,Y,Y,Y,N,N
jhow,Y,Y,Y,Y,N,N
Ji,Y,Y,Y,Y,N,N
Jim,Y,N,Y,Y,N,N
Jimmy,Y,N,N,Y,N,N
Jin,Y,Y,Y,Y,N,N
jingle,Y,N,Y,Y,N,N
Jo,Y,N,Y,N,N,N
job,Y,Y,Y,N,N,N
Jocasta,Y,N,Y,Y,N,N
joe,Y,Y,Y,Y,N,N
Joel,Y,N,Y,Y,N,N
Joey,Y,Y,N,Y,N,N
Johann,Y,N,Y,Y,N,N
Johanna,Y,N,Y,Y,N,N
John,N,N,Y,Y,N,N
Johnny,Y,N,N,Y,N,N
joke,Y,Y,Y,Y,N,N
Jon,Y,N,Y,Y,N,N
Jonas,N,N,Y,Y,N,N
Jonathan,Y,N,Y,Y,N,N
Jones,N,N,Y,Y,N,N
Joni,Y,Y,Y,Y,N,N
Jordan,Y,N,N,N,N,N
Jorge,N,N,Y,Y,N,N
Jose,Y,N,Y,Y,N,N
Joseph,Y,N,Y,N,N,N
Josh,Y,Y,Y,Y,N,N
Joshua,Y,N,Y,Y,N,N
jota,N,N,N,Y,N,Y
journal,N,Y,Y,Y,N,N
journalism,Y,Y,Y,Y,N,N
jow,Y,Y,Y,Y,N,N
joy,Y,Y,Y,Y,N,N
Joyce,Y,N,N,Y,N,N
Ju,Y,Y,Y,Y,N,N
Juan,N,N,Y,Y,N,N
Judas,N,N,Y,N,N,N
judicial,Y,Y,Y,N,Y,Y
Judith,N,N,Y,N,N,N
juice,Y,Y,Y,Y,N,N
juicy,Y,Y,Y,Y,N,N
juju,Y,Y,Y,Y,N,N
jukebox,Y,N,Y,Y,N,N
Jules,N,Y,Y,Y,N,N
Julia,N,N,Y,Y,N,N
Julian,Y,N,Y,Y,N,N
Juliana,N,N,Y,Y,N,N
Juliane,Y,Y,Y,Y,N,N
Julie,N,N,Y,Y,N,N
julio,Y,Y,Y,Y,N,N
jump,Y,Y,Y,Y,N,N
Jun,Y,Y,Y,Y,N,N
junior,Y,Y,Y,Y,N,N
junta,Y,Y,Y,N,Y,Y
junto,Y,Y,Y,Y,Y,Y
Jupiter,N,N,Y,Y,N,N
Jura,Y,Y,N,Y,N,Y
just,Y,Y,Y,N,N,N
justice,N,Y,Y,N,N,N
Justin,Y,N,Y,Y,N,N
justo,Y,Y,Y,Y,Y,Y
Justus,N,N,Y,Y,N,N
juventude,Y,Y,Y,N,Y,Y
Kadu,Y,Y,Y,Y,N,N
kai,Y,Y,Y,N,N,N
kaiser,Y,Y,Y,Y,N,N
kaka,Y,Y,Y,Y,N,N
kame,Y,Y,Y,Y,N,N
Kamel,Y,Y,Y,N,N,N
karaoke,N,N,N,N,N,Y
karate,N,N,N,N,N,Y
Karen,Y,N,Y,N,N,N
Karl,Y,N,Y,Y,N,N
karma,N,Y,N,N,N,Y
kat,Y,Y,Y,Y,N,N
Kate,N,N,Y,Y,N,N
kath,Y,Y,Y,Y,N,N
Kathy,Y,N,Y,Y,N,N
Katy,Y,Y,Y,Y,N,N
Kaw,Y,Y,Y,Y,N,N
Kay,Y,N,Y,Y,N,N
keep,Y,Y,Y,N,N,N
keet,Y,Y,Y,Y,N,N
Keith,Y,N,Y,Y,N,N
Kelly,N,N,Y,Y,N,N
Kemal,Y,Y,N,Y,N,N
Ken,Y,N,Y,Y,N,N
kent,Y,Y,Y,Y,N,N
ketchup,N,N,N,N,Y,Y
keto,Y,Y,Y,Y,N,N
Kevin,Y,N,Y,Y,N,N
Kids,Y,N,Y,Y,N,N
Kiki,Y,Y,Y,Y,N,N
kill,Y,Y,Y,N,N,N
killer,Y,Y,Y,Y,N,N
kilo,N,N,N,N,N,Y
kim,Y,Y,Y,Y,N,N
Kimberly,Y,Y,Y,Y,N,N
King,N,N,Y,N,N,N
kiss,Y,Y,Y,N,N,N
kit,Y,N,N,Y,N,N
kitar,Y,Y,Y,Y,N,N
kitty,Y,Y,Y,N,N,N
kiwi,N,N,N,N,Y,Y
Klan,Y,Y,Y,Y,N,N
knife,Y,Y,Y,N,N,N
knock,Y,Y,Y,Y,N,N
know,N,Y,Y,N,N,N
ko,Y,Y,Y,Y,N,N
kodak,Y,Y,Y,Y,N,N
Korean,Y,Y,Y,Y,N,N
kra,Y,Y,Y,Y,N,N
kras,Y,Y,Y,Y,N,N
Kristen,Y,Y,Y,Y,N,N
kung,Y,Y,Y,Y,N,N
Kurt,Y,N,Y,Y,N,N
la,Y,Y,Y,Y,Y,Y
lab,Y,Y,Y,Y,N,N
label,N,Y,Y,Y,N,N
labial,N,N,N,N,Y,Y
Labrador,N,Y,N,N,N,Y
lactose,N,N,N,N,Y,Y
ladies,N,Y,Y,N,N,N
lady,N,Y,Y,N,N,N
ladybug,Y,Y,Y,Y,N,N
lagarto,Y,Y,N,N,Y,Y
lama,Y,Y,Y,N,Y,Y
lamber,Y,N,N,N,Y,Y
Lambert,N,Y,Y,Y,N,N
lamp,N,Y,Y,N,N,N
lan,Y,Y,Y,N,N,N
Lana,Y,N,Y,Y,N,N
lance,Y,Y,Y,N,Y,Y
lances,Y,Y,Y,N,Y,Y
lancha,Y,N,Y,N,Y,Y
Lao,N,Y,Y,Y,N,N
lap,Y,Y,Y,Y,N,N
lapse,Y,Y,Y,Y,N,N
lar,Y,Y,N,N,Y,Y
large,Y,Y,Y,N,N,N
largo,Y,Y,Y,N,Y,Y
lari,Y,Y,Y,Y,N,N
Larry,Y,N,N,Y,N,N
Lars,Y,N,Y,Y,N,N
larva,Y,N,N,N,Y,Y
lascar,N,N,N,N,Y,Y
laser,N,Y,Y,N,Y,Y
lasque,N,N,N,N,Y,Y
last,Y,Y,Y,N,N,N
lata,Y,Y,Y,N,Y,Y
late,Y,N,N,N,Y,Y
later,Y,Y,Y,N,N,N
lateral,Y,Y,Y,N,Y,Y
Latin,Y,N,Y,Y,N,N
latitude,Y,Y,N,N,Y,Y
launcher,Y,Y,Y,Y,N,N
Laura,N,N,Y,Y,N,N
Laurent,N,N,Y,Y,N,N
lava,Y,Y,Y,N,Y,Y
law,Y,N,Y,N,N,N
Lawrence,Y,N,Y,Y,N,N
lay,Y,Y,Y,N,N,N
layout,N,Y,N,N,Y,Y
lazy,Y,Y,Y,Y,N,N
Lea,Y,Y,Y,N,N,N
lead,Y,Y,Y,N,N,N
leader,N,Y,Y,Y,N,N
leal,Y,Y,Y,N,Y,Y
learning,Y,Y,Y,Y,N,N
leasing,Y,N,Y,Y,N,N
leave,Y,Y,Y,N,N,N
Lee,Y,N,Y,Y,N,N
leg,Y,Y,Y,Y,N,N
legal,Y,Y,Y,N,Y,Y
legenda,Y,Y,Y,N,Y,Y
legendary,Y,Y,Y,Y,N,N
legging,N,N,N,N,N,Y
lei,Y,Y,Y,N,Y,Y
Leila,Y,N,N,Y,N,N
lek,Y,Y,Y,Y,N,N
lemon,Y,Y,Y,Y,N,N
lemonade,Y,Y,Y,Y,N,N
Lenny,Y,N,Y,Y,N,N
leno,Y,Y,Y,Y,N,N
lent,Y,Y,Y,Y,N,N
lento,Y,Y,Y,N,Y,Y
Leo,Y,N,Y,Y,N,N
Leon,Y,N,Y,Y,N,N
Leonard,Y,N,Y,Y,N,N
Ler,Y,Y,N,N,N,Y
Les,N,N,Y,N,N,N
less,Y,Y,Y,Y,N,N
let,Y,Y,Y,N,N,N
Leto,Y,N,Y,Y,N,N
leu,Y,Y,Y,N,Y,Y
lev,N,N,N,N,N,N
level,Y,Y,Y,Y,N,N
